DATAFLOW,LAST UPDATE,freq,siec,nrg_cons,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2025-S1,0.2872,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2007-S1,0.1227,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2007-S2,0.1279,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2008-S1,0.1299,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2008-S2,0.1341,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2009-S1,0.1401,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2009-S2,0.1359,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2010-S1,0.1381,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2010-S2,0.137,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2011-S1,0.1406,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2011-S2,0.1395,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2012-S1,0.1441,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2012-S2,0.1432,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2013-S1,0.1493,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2013-S2,0.1489,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2014-S1,0.1435,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2014-S2,0.144,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2015-S1,0.1431,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2015-S2,0.1427,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2016-S1,0.1388,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2016-S2,0.1382,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2017-S1,0.1389,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2017-S2,0.1383,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2018-S1,0.1379,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2018-S2,0.1378,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2019-S1,0.1473,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2019-S2,0.1321,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2020-S1,0.1430,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2020-S2,0.1451,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2021-S1,0.1562,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2021-S2,0.1596,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-S1,0.1899,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-S2,0.2333,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-S1,0.2973,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-S2,0.2882,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-S1,0.2806,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-S2,0.2797,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2025-S1,0.2598,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2007-S1,0.1159,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2007-S2,0.109,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2008-S1,0.1103,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2008-S2,0.1152,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2009-S1,0.116,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2009-S2,0.1163,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2010-S1,0.1181,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2010-S2,0.1226,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2011-S1,0.1269,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2011-S2,0.1281,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2012-S1,0.1293,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2012-S2,0.1333,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2013-S1,0.1326,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2013-S2,0.1338,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2014-S1,0.1303,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2014-S2,0.1331,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2015-S1,0.131,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2015-S2,0.1312,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2016-S1,0.1257,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2016-S2,0.1276,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2017-S1,0.1272,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2017-S2,0.1271,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2018-S1,0.1288,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2018-S2,0.1331,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2019-S1,0.1282,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2019-S2,0.1280,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2020-S1,0.1274,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2020-S2,0.1297,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2021-S1,0.1340,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2021-S2,0.1554,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2022-S1,0.1910,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2022-S2,0.2360,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2023-S1,0.2385,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2023-S2,0.2244,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2024-S1,0.2222,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2024-S2,0.2175,,
ESTAT:NRG_PC_204(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Electricity,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2025-S1,0.2079,,
